30/12/2018 16:15:00,Luke 1
30/12/2018 16:15:00,Mark 16:1-8
30/12/2018 16:15:00,Psalm 111-112
30/12/2018 16:30:00,Psalm 113-114
30/12/2018 16:30:00,Psalm 119:97-136
30/12/2018 16:30:00,Psalm 119:137-176
